,scan_id,timepoint,peak1,peak2,peak5,peak6,peak1_norm,peak2_norm,peak5_norm,peak6_norm
0,1,-4.5,84701.98823139016,45352.331887809414,3950.193963198777,6015.955066281766,0.9936431812809728,1.00218374499659,0.9898385201029819,0.9894988534820639
1,1,-4.0,84948.13568392834,45332.02084736776,3873.652532120064,6098.539736253115,0.9965307491280945,1.0017349170372043,0.9706587892919495,1.0030823053781484
2,1,-3.5,84583.71839079619,44907.32246405386,3963.1250611058967,6008.408637188022,0.9922557519760508,0.9923500453323398,0.9930787910706701,0.9882576236434311
3,1,-3.0,84746.81405720278,45448.65888630738,3992.1541005675617,6065.447249953334,0.9941690352437195,1.004312353341091,1.000352879818828,0.9976392831328472
4,1,-2.5,85661.57159025296,45533.388332500974,4053.7258179361925,6135.569384031483,1.0049001007620124,1.006184682065176,1.0157815038732811,1.0091729083859575
5,1,-2.0,86160.47761204363,45323.006176942356,4083.1981144046617,6129.814221820826,1.0107527917909178,1.0015357132522877,1.0231666638406571,1.0082263045057247
6,1,-1.5,85904.37076672241,44877.839741033364,4019.1713389396914,6104.8652579531035,1.0077483898182318,0.9916985439753099,1.0071228520016327,1.0041227214718282
7,1,-1.0,86054.39249015857,45700.35469274995,3993.7896907306335,6113.872201695827,1.0095083020192197,1.0098742602023423,1.0007627255533902,1.005604175440252
8,1,-0.5,85865.45622569081,45577.406929751065,4045.7509478166185,6174.311187235755,1.0072918814273886,1.0071573932975493,1.0137831631055332,1.0155451251711716
9,1,0.0,86019.60338562133,45631.219395695996,3991.8979848731688,6131.178606226387,1.0091001893263765,1.0083465268305638,1.0002887024183573,1.0084507172199384
10,1,0.5,85841.52001107049,45453.40414354348,3980.288609574618,6009.329585125473,1.0070110845188416,1.0044172127710231,0.9973796283394906,0.9884091003280446
11,1,1.0,85503.62699881902,45502.46670376607,4032.8685936387415,6067.19097874613,1.0030472450076726,1.005501384153095,1.0105551063281524,0.99792609006911
12,1,1.5,85837.74804314418,44801.857267776184,4011.11987597307,5919.886151558596,1.0069668353779626,0.9900195035283631,1.0051053186192742,0.9736975251931217
13,1,2.0,85755.51055452632,44558.6806305314,3909.6185208960565,5806.760181500005,1.0060021033626103,0.984645850997937,0.9796711368970885,0.9550906678548061
14,1,2.5,85771.90672646489,44254.5388267161,3942.4476896463684,5728.000125769147,1.006194447660378,0.9779250064620563,0.9878974610003499,0.9421362850532013
15,1,3.0,85605.96384488311,43866.07929664886,3847.977170655103,5643.994035294099,1.0042477635717422,0.9693409312796498,0.9642250642565828,0.9283190391970174
16,1,3.5,85222.0829281685,43767.13250477882,3804.9239664473234,5569.225804044575,0.9997444376961401,0.9671544314393105,0.9534368041519549,0.9160212280792206
17,1,4.0,85179.11174073716,43404.58059696272,3752.996740525186,5539.290812369167,0.9992403405872735,0.9591428559897917,0.9404248941195169,0.9110975476967275
18,1,4.5,85591.28820751846,43533.73878322371,3807.360953054475,5534.543696143814,1.0040756029495086,0.9619969591729358,0.954047463587721,0.9103167463093201
19,1,5.0,85096.75126671705,43348.06116941467,3771.643187077088,5538.2551930523605,0.9982741658241311,0.9578939047405971,0.9450973155833906,0.9109272099672509
20,1,5.5,85588.00710818825,43414.18510153783,3860.5107247976016,5535.696006089078,1.0040371122122231,0.959355093772575,0.967365718816744,0.9105062772079277
21,1,6.0,84957.79799193684,42809.70631633956,3784.7714343511407,5494.788205968399,0.9966440981375871,0.94599748265305,0.9483869881853839,0.9037777992070267
